company,location,layoff_count,date,pct_workforce,industry,source_url,stage,raised_mm,country,is_ai_company
ContaAzul,Joinville Non-U.S.,140.0,2020-04-17,35%,Education,https://www.contxto.com/en/b razil/startups-brazil-confirm- layoffs-covid-cause/,Series D, $37.00 ,Brazil,False
Loft,Sao Paulo Non-U.S.,47.0,2020-04-17,10%,Real Estate,"https://link.estadao.com.br/no ticias/inovacao,quinto-andar- demite-cerca-de-8-do-time- por-conta-do- coronavirus,70003274741",Series C, $263.00 ,Brazil,False
Greenhouse,New York City,120.0,2020-04-17,28%,Recruiting,https://layoffs.fyi/2020/04/20/ greenhouse-lays-off-120- employees/,Series D, $110.00 ,United States,False
QuintoAndar,Sao Paulo Non-U.S.,88.0,2020-04-17,8%,Real Estate,https://labs.ebanx.com/en/not es/brazilian-home-rentals- unicorn-quintoandar-lays-off- 8-of-employees/,Series D, $335.00 ,Brazil,False
Zilingo,Singapore Non-U.S.,44.0,2020-04-17,5%,Retail,https://www.bloomberg.com/ news/articles/2020-04- 20/singapore-s-zilingo-cuts- jobs-after-putting-global- push-on-hold,Series D, $307.00 ,Singapore,False
Dispatch,Boston,,2020-04-17,38%,Other,https://www.americaninno.co m/boston/inno-news- boston/boston-startup- dispatch-announces-layoffs- amid-coronavirus-disruption/,Series A, $18.00 ,United States,False
Sweetgreen,Los Angeles,35.0,2020-04-17,10%,Food,https://dot.la/sweetgreen- layoffs-2645746821.html,Series I, $478.00 ,United States,False
Labster,Copenhagen Non-U.S.,40.0,2020-04-17,,Education,LinkedIn,Series B, $34.00 ,Denmark,False
Influitive,Toronto Non-U.S.,,2020-04-17,,Marketing,LinkedIn,Unknown, $59.00 ,Canada,False
Food52,New York City,,2020-04-17,,Food,LinkedIn,Acquired, $96.00 ,United States,False
People.ai,SF Bay Area,30.0,2020-04-17,18%,Marketing,https://techcrunch.com/2020/ 04/17/sales-startup-people- ai-lays-off-18-of-staff-raises- debt-round-amid-covid-19- uncertainty/,Series C, $100.00 ,United States,True
Tor,Boston,13.0,2020-04-17,37%,Security,https://blog.torproject.org/cov id19-impact-tor,Unknown, $1.00 ,United States,True
BitGo,SF Bay Area,,2020-04-17,12%,Crypto,https://www.theblockcrypto.co m/post/62276/crypto-bitgo- layoffs-reorganization,Series B, $69.00 ,United States,True
Motif Investing,SF Bay Area,,2020-04-18,100%,Finance,https://www.thinkadvisor.com/ 2020/04/18/investing- platform-motif-to-shut-down/,Series E, $126.00 ,United States,False
Klook,Hong Kong Non-U.S.,300.0,2020-04-20,15%,Travel,https://layoffs.fyi/2020/08/09/ asian-travel-startup-klook- releases-talent-directory/,Series D, $521.00 ,Hong Kong,False
ConsenSys,New York City,91.0,2020-04-20,14%,Crypto,https://www.coindesk.com/ne w-layoffs-hit-ethereum- incubator-consensys,Unknown, $10.00 ,United States,True
GumGum,Los Angeles,90.0,2020-04-20,25%,Marketing,https://www.businessinsider.c om/gumgum-lays-off-25-of- employees-citing-the- coronavirus-impact-2020-4,Series D, $58.00 ,United States,False
Kueski,Guadalajara Non-U.S.,90.0,2020-04-20,30%,Finance,https://elceo.com/tecnologia/f intech-de-prestamos-en- linea-sufriran-estragos-por-el- covid-19/,Series B, $38.00 ,Mexico,False
Zum,SF Bay Area,28.0,2020-04-20,,Transportat…,https://layoffs.fyi/2020/04/23/ kid-friendly-ride-service-zum- conducts-layoff/,Series C, $71.00 ,United States,False
Komodo Health,SF Bay Area,23.0,2020-04-20,9%,Healthcare,https://www.businessinsider.c om/forward-primary-care- startup-layoffs-amid- coronavirus-pandemic-2020-4,Series C, $50.00 ,United States,False
Forward,SF Bay Area,10.0,2020-04-20,3%,Healthcare,https://www.businessinsider.c om/forward-primary-care- startup-layoffs-amid- coronavirus-pandemic-2020-4,Series C, $100.00 ,United States,False
Hipcamp,SF Bay Area,,2020-04-20,60%,Travel,https://techcrunch.com/2020/ 08/27/after-early-covid- layoffs-hipcamp-is-buying- competition-hiring/,Series B, $41.00 ,United States,False
Movidesk,Blumenau Non-U.S.,33.0,2020-04-20,25%,Support,https://scinova.com.br/demiss oes-a-conta-da-covid-19- bate-as-portas-de-empresas- de-tecnologia-em-santa- catarina/,Seed, $1.00 ,Brazil,False
Swiggy,Bengaluru Non-U.S.,800.0,2020-04-21,,Food,https://entrackr.com/2020/04/ exclusive-swiggy-to-lay-off- cloud-kitchen-staff-shuts- down-kitchens/,Series I," $1,600.00 ",India,False
Paytm,New Delhi Non-U.S.,500.0,2020-04-21,,Finance,https://hrnxt.com/news/paytm -to-lay-off-about-500- employees-after-a- performance- review/17875/2020/04/21/,Unknown," $2,200.00 ",India,False
Lending Club,SF Bay Area,460.0,2020-04-21,30%,Finance,https://www.cnbc.com/2020/0 4/21/lendingclub-cuts- 30percent-of-workforce-as- covid-19-dampens-demand- for-loans.html,Post-IPO, $392.00 ,United States,False
Houzz,SF Bay Area,155.0,2020-04-21,10%,Consumer,https://techcrunch.com/2020/ 04/21/houzz-lays-off-155- employees-cuts-executive- salaries/,Series E, $613.00 ,United States,False
Casper,New York City,78.0,2020-04-21,21%,Retail,https://www.fastcompany.com /90494129/breaking-casper- lays-off-78-corporate- employees-winds-down- europe-business,Post-IPO, $339.00 ,United States,False
Freshbooks,Toronto Non-U.S.,38.0,2020-04-21,9%,Finance,https://betakit.com/freshbook s-reduces-headcount-by-9- ceo-says-company-remains- in-growth-mode-despite- covid-19/,Series B, $75.00 ,Canada,False
Lambda School,SF Bay Area,19.0,2020-04-21,,Education,https://techcrunch.com/2020/ 04/22/lambda-school-cuts- staff-and-exec-pay-amid- market-uncertainty/,Series B, $48.00 ,United States,False
Politico / Protocol,Washington D.C.,13.0,2020-04-21,,Media,https://www.niemanlab.org/20 20/04/protocol-11-weeks- into-life-is-already-laying-off- a-big-chunk-of-its-staff/,Unknown,,United States,False
Bringg,Tel Aviv Non-U.S.,10.0,2020-04-21,10%,Logistics,"https://www.calcalistech.com/ ctech/articles/0,7340,L- 3809651,00.html",Series D, $84.00 ,Israel,False
RealSelf,Seattle,40.0,2020-04-21,13%,Healthcare,https://www.geekwire.com/20 20/cosmetic-treatment- review-startup-realself-cuts- staff-elective-medical- procedures-put-hold/,Series B, $42.00 ,United States,False
Patreon,SF Bay Area,30.0,2020-04-21,13%,Media,https://techcrunch.com/2020/ 04/21/patreon-lays-off-13-of- workforce/,Series D, $165.00 ,United States,False
Magic Leap,Miami,1000.0,2020-04-22,50%,Consumer,https://layoffs.fyi/2020/04/27/ magic-leap-laid-off-1000- employees/,Series E," $2,600.00 ",United States,False
Nearmap,Sydney Non-U.S.,,2020-04-22,10%,Construction,https://www.fnarena.com/inde x.php/2020/04/22/nearmap- prepares-for-weak-conditions/,Post-IPO, $15.00 ,Australia,False
ExtraHop,Seattle,,2020-04-22,,Security,https://www.geekwire.com/20 20/tech-startup-layoffs- seattle-based-security- company-extrahop-cuts-staff/,Series C, $61.00 ,United States,True
Clearbit,SF Bay Area,,2020-04-22,,Data,https://layoffs.fyi/2020/04/28/ clearbit-conducted-a-layoff/,Series A, $17.00 ,United States,True
Airy Rooms,Jakarta Non-U.S.,,2020-04-22,70%,Travel,https://www.techinasia.com/ai ry-cease-operations,Unknown,,Indonesia,True
Ike,SF Bay Area,10.0,2020-04-22,14%,Transportat…,https://www.theinformation.co m/briefings/59d773,Series A, $52.00 ,United States,False
When I Work,Minneapolis,55.0,2020-04-22,35%,HR,https://www.americaninno.co m/minne/inno-news- minne/after-long-period-of- growth-when-i-work-cuts-35- of-minneapolis-staff/,Series B, $24.00 ,United States,False
Zenefits,SF Bay Area,87.0,2020-04-23,15%,HR,https://www.businessinsider.c om/coronavirus-hr-startup- zenefits-lays-off-15-percent- staff-2020-4,Series C, $583.00 ,United States,False
StockX,Detroit,100.0,2020-04-23,12%,Retail,https://www.inputmag.com/st yle/stockx-layoffs-12-percent- staff-cutting-costs-profit,Series C, $160.00 ,United States,False
Sisense,New York City,80.0,2020-04-23,9%,Data,"https://www.calcalistech.com/ ctech/articles/0,7340,L- 3810192,00.html? path=5211.Ctech- 5220.ctech.News",Series F, $274.00 ,United States,True
Convoy,Seattle,,2020-04-23,1%,Logistics,https://www.geekwire.com/20 20/convoy-leans-technology- seattle-digital-freight-startup- navigates-volatile-trucking- industry/,Series D, $665.00 ,United States,False
Simon Data,New York City,6.0,2020-04-23,,Marketing,Internal memo,Series C, $68.00 ,United States,False
Singular,SF Bay Area,,2020-04-23,,Marketing,"https://www.calcalistech.com/ ctech/articles/0,7340,L- 3810192,00.html? path=5211.Ctech- 5220.ctech.News",Series B, $50.00 ,United States,False
PowerReviews,Chicago,,2020-04-23,,Retail,LinkedIn,Acquired, $78.00 ,United States,False
Oscar Health,New York City,70.0,2020-04-23,5%,Healthcare,https://www.bloomberg.com/ news/articles/2020-04- 24/white-house-linked-oscar- health-laying-off-5-of-staff,Unknown," $1,300.00 ",United States,False
GoCardless,London Non-U.S.,,2020-04-24,,Finance,https://medium.com/@hirokit akeuchi/managing-our-costs- through-covid-19- 6fe4e0a12e2d,Series E, $122.00 ,United Kingdo…,False
Cheddar,New York City,,2020-04-24,,Media,https://www.thewrap.com/che ddar-permanently-shuts- down-los-angeles-studio- amid-mass-layoffs/,Acquired, $54.00 ,United States,False
TutorMundi,Sao Paulo Non-U.S.,4.0,2020-04-24,100%,Education,Company executive,Series A, $2.00 ,Brazil,False
Jiobit,Chicago,6.0,2020-04-24,21%,Consumer,https://www.chicagobusiness.c om/john-pletz- technology/what-covid-19- means-chicagos-tech-sector,Unknown, $12.00 ,United States,False
Welkin Health,SF Bay Area,10.0,2020-04-24,33%,Healthcare,https://nypost.com/2020/09/1 3/welkin-health-startup-cut- staff-three-days-before-ppp- loan/,Series B, $29.00 ,United States,False
Horizn Studios,Berlin Non-U.S.,15.0,2020-04-24,25%,Travel,https://www.deutsche- startups.de/2020/04/24/horizn -studios-sanierung/,Series B, $30.00 ,Germany,False
Lighter Capital,Seattle,18.0,2020-04-24,22%,Finance,https://www.geekwire.com/20 20/seattle-investment- company-lighter-capital- trims-staff-preserve-runway/,Series B, $15.00 ,United States,False
UPshow,Chicago,19.0,2020-04-24,30%,Marketing,https://www.chicagobusiness.c om/john-pletz- technology/what-covid-19- means-chicagos-tech-sector,Series A, $7.00 ,United States,False
Ada Support,Toronto Non-U.S.,36.0,2020-04-24,23%,Support,https://betakit.com/ada- support-lays-off-23-percent- of-staff-amid-uncertainty- caused-by-pandemic/,Series B, $60.00 ,Canada,False
Divergent 3D,Los Angeles,57.0,2020-04-24,36%,Transportat…,https://techcrunch.com/2020/ 04/24/manufacturing-startup- divergent-3d-reduces-staff- by-one-third/,Series B, $88.00 ,United States,False
OYO,Sao Paulo Non-U.S.,500.0,2020-04-25,,Travel,https://headtopics.com/br/oy o-demite-centenas-no-brasil- contaazul-enxuga-um-terco- do-time-link-estad-o- 12623044,Series F," $2,400.00 ",Brazil,False
Submittable,Missoula,30.0,2020-04-25,20%,Other,https://layoffs.fyi/2020/05/15/ submittable-laid-off-30- employees-as-university- clients-shut-down-operations/,Series B, $17.00 ,United States,False
Stoqo,Jakarta Non-U.S.,250.0,2020-04-25,100%,Food,https://www.bloomberg.com/ news/articles/2020-04- 29/indonesian-startup-stoqo- becomes-latest-casualty-of- the-virus,Series A,,Indonesia,False
Qwick,Phoenix,,2020-04-27,70%,Recruiting,https://www.nytimes.com/202 0/04/27/technology/startups- sba-loans-backlash.html,Seed, $4.00 ,United States,False
JetClosing,Seattle,20.0,2020-04-27,20%,Real Estate,https://www.nytimes.com/202 0/04/27/technology/startups- sba-loans-backlash.html,Series A, $24.00 ,United States,False
Automation Anywhere,SF Bay Area,260.0,2020-04-27,10%,Other,https://siliconangle.com/2020/ 04/27/automation-anywhere- lays-off-tenth-workforce-due- covid-19/,Series B, $840.00 ,United States,False
Migo,SF Bay Area,,2020-04-28,25%,Finance,https://www.migo.money/mig os-response-to-covid-19/,Series B, $37.00 ,United States,False
Desktop Metal,Boston,,2020-04-28,,Other,https://www.americaninno.co m/boston/inno-news- boston/desktop-metal-lays- off-staff-amid-coronavirus- disruption/,Series E, $436.00 ,United States,True
Shipsi,Los Angeles,20.0,2020-04-28,50%,Retail,https://dot.la/shipsi-los- angeles-layoffs- 2645859647.html,Seed, $2.00 ,United States,False
PayJoy,SF Bay Area,27.0,2020-04-28,25%,Finance,https://layoffs.fyi/2020/05/27/ exclusive-fintech-startup- payjoy-laid-off-23-employees/,Series B, $71.00 ,United States,False
OpenX,Los Angeles,35.0,2020-04-28,15%,Marketing,https://www.adexchanger.com /platforms/openx-cuts-staff- hours-and-executive-pay-in- response-to-reduced- marketer-spend/,Unknown, $70.00 ,United States,False
App Annie,SF Bay Area,80.0,2020-04-28,18%,Data,https://www.gamesindustry.bi z/articles/2020-04-28-app- annie-lays-off-a-small- fraction-of-its-workforce,Unknown, $156.00 ,United States,True
Deliveroo,London Non-U.S.,367.0,2020-04-28,15%,Food,https://layoffs.fyi/2020/06/24/ deliveroo-layoff-list- showcases-over-100-of-its- global-employees/,Series G," $1,500.00 ",United Kingdo…,False
Renmoney,Lagos Non-U.S.,391.0,2020-04-28,50%,Finance,https://techcabal.com/2020/0 4/28/tech-startups-recession/,Unknown,,Nigeria,False
TripAdvisor,Boston,900.0,2020-04-28,25%,Travel,https://layoffs.fyi/2020/04/30/ tripadvisor-laid-off-900- employees/,Post-IPO, $3.00 ,United States,False
WeWork,SF Bay Area,300.0,2020-04-29,,Real Estate,https://news.crunchbase.com/ news/wework-lays-off-staff- as-part-of-a-realignment/,Series H," $2,250.00 ",United States,False
Kayak / OpenTable,Stamford,160.0,2020-04-29,8%,Travel,https://skift.com/2020/04/29/ kayak-and-opentable-layoffs- and-furloughs-impact-400- employees/,Acquired, $229.00 ,United States,False
Lyft,SF Bay Area,982.0,2020-04-29,17%,Transportat…,https://layoffs.fyi/2020/04/30/l yft-laid-off-982-employees/,Post-IPO," $4,900.00 ",United States,False
Lime,SF Bay Area,80.0,2020-04-29,13%,Transportat…,https://layoffs.fyi/2020/05/04/l ime-laid-off-80-employees/,Series D, $765.00 ,United States,False
Transfix,New York City,24.0,2020-04-29,10%,Logistics,https://www.freightwaves.com /news/breaking-transfix-lays- off-10-of-its-staff,Series D, $128.00 ,United States,False
Yoco,Cape Town Non-U.S.,,2020-04-29,,Finance,https://disrupt- africa.com/2020/04/sa- fintech-startup-yoco-to- retrench-staff-as-covid-19- impacts-revenues/,Series B, $23.00 ,South Africa,False
Kitopi,New York City,124.0,2020-04-29,,Food,https://commercialobserver.co m/2020/04/ghost-kitchen- kitopi-cuts-124-new-york-city- employees/,Series B, $89.00 ,United States,False
Bullhorn,Boston,100.0,2020-04-30,,Sales,https://layoffs.fyi/2020/05/05/ bullhorn-laid-off-100- employees/,Acquired, $32.00 ,United States,False
Care.com,Boston,81.0,2020-04-30,,Consumer,https://www.bloomberg.com/ news/articles/2020-04-30/iac- to-cut-81-care-com- employees-in-restructuring- after-deal,Acquired, $156.00 ,United States,False
Fandom,SF Bay Area,,2020-04-30,14%,Media,https://community.fandom.co m/wiki/User_blog:Perkinsmt/F andom_Staffing_Update,Series E, $145.00 ,United States,False
Cohesity,SF Bay Area,,2020-04-30,,Data,https://www.bizjournals.com/s anjose/news/2020/05/01/cohe sity-job-cuts.html,Series E, $660.00 ,United States,True
PicoBrew,Seattle,,2020-04-30,100%,Food,https://thespoon.tech/rest-in- peace-picobrew/,Series A, $15.00 ,United States,False
AirMap,Los Angeles,,2020-04-30,,Aerospace,https://layoffs.fyi/2020/05/26/ drone-startup-airmap- conducts-layoff/,Unknown, $75.00 ,United States,True
Zymergen,SF Bay Area,,2020-05-13,10%,Other,LinkedIn,Series C, $574.00 ,United States,False
WeFit,Hanoi Non-U.S.,,2020-05-13,100%,Fitness,https://beamstart.com/conten t/127302/Vietnamese_startup_ WeFit_files_for_bankruptcy,Seed, $1.00 ,Vietnam,False
BetterCloud,New York City,,2020-05-13,,Security,LinkedIn,Series E, $111.00 ,United States,True
Mode Analytics,SF Bay Area,17.0,2020-05-13,,Data,https://www.linkedin.com/post s/dereksteer_today-we-made- the-difficult-decision-to-part- activity- 6666425220007628800-Nneq/,Series C, $46.00 ,United States,True
Intersect,Toronto Non-U.S.,19.0,2020-05-13,11%,Product,https://betakit.com/intersect- ceo-departs-company- following-recent-layoffs/,Acquired,,Canada,False
Kickstarter,New York City,25.0,2020-05-13,18%,Finance,https://www.theverge.com/20 20/5/13/21257585/kickstarter- layoffs-employees-union- negotiations-severance,Unknown, $10.00 ,United States,False
Mercos,Joinville Non-U.S.,51.0,2020-05-13,40%,Sales,https://www.linkedin.com/puls e/decis%C3%A3o-mais- dif%C3%ADcil-dos- %C3%BAltimos-10-anos- tiago-brandes/,Unknown, $2.00 ,Brazil,False
Deliv,SF Bay Area,669.0,2020-05-13,100%,Retail,https://www.mercurynews.co m/2020/05/15/ccalifornia- unemployment-layoff-rock- delivery-startup-ymca-uber- ross-ui-edd-tech-job- economy/,Series C, $80.00 ,United States,False
Cruise,SF Bay Area,150.0,2020-05-14,8%,Transportat…,https://www.theverge.com/20 20/5/14/21259001/cruise-gm- layoff-self-driving-unit- recruiting-product-design,Acquired," $5,300.00 ",United States,False
Integral Ad Science,New York City,70.0,2020-05-14,10%,Marketing,https://www.wsj.com/articles/a d-verification-firm-integral- ad-science-laying-off-nearly- 10-of-workforce-11589481652,Acquired, $116.00 ,United States,False
Ridecell,SF Bay Area,35.0,2020-05-14,15%,Transportat…,https://layoffs.fyi/2020/05/19/ sf-based-ridecell-laid-off-35- employees-half-of-whom-are- engineers/,Series B, $73.00 ,United States,False
Quartz,New York City,80.0,2020-05-14,40%,Media,https://www.nytimes.com/202 0/05/14/business/media/quart z-to-lay-off-80- employees.html,Acquired,,United States,False
Sift,SF Bay Area,,2020-05-14,,Security,LinkedIn,Series D, $106.00 ,United States,True
TicketSwap,Amsterdam Non-U.S.,,2020-05-14,30%,Consumer,https://www.iq- mag.net/2020/05/ticketswap- lays-off-30-staff/,Unknown, $8.00 ,Netherlands,False
Workfront,Salt Lake City,,2020-05-14,,Marketing,LinkedIn,Series C, $375.00 ,United States,False
Veem,SF Bay Area,30.0,2020-05-14,,Finance,https://www.economist.com/b usiness/2020/05/16/silicon- valley-in-the-pandemic,Unknown, $69.00 ,United States,False
Masse,New York City,,2020-05-15,100%,Retail,https://shopmasse.com/home /index.html,Seed, $3.00 ,United States,False
Lattice,SF Bay Area,16.0,2020-05-15,10%,HR,LinkedIn,Series C, $49.00 ,United States,False
Lendingkart,Ahmedabad Non-U.S.,500.0,2020-05-15,50%,Finance,https://officechai.com/news/le ndingkart-lays-off-500- employees-50-workforce- sources/,Unknown, $200.00 ,India,False
Zomato,Gurugram Non-U.S.,520.0,2020-05-15,13%,Food,https://layoffs.fyi/2020/06/18/ zomato-layoff-list-continues- trend-of-company-launched- talent-directories/,Series J, $914.00 ,India,False
Magicbricks,Noida Non-U.S.,250.0,2020-05-17,,Real Estate,https://www.livemint.com/com panies/start-ups/job-losses- mount-in-small-startups- unicorns- 11589738073416.html,Unknown, $300.00 ,India,False
